user_id,month,total_income,total_expenses,savings,savings_ratio,debt_ratio,expense_ratio,predicted_financial_health
user_74,2024-11,70516.51,47566.63,22949.88,0.325,47.563,0.675,Moderate
user_74,2024-12,77069.23,57717.77,19351.46,0.251,48.774,0.749,Moderate
user_141,2024-01,190969.67,139883.67,51085.99,0.268,30.496,0.732,Needs Improvement
user_141,2024-02,162645.52,118946.33,43699.19,0.269,29.389,0.731,Needs Improvement
user_141,2024-03,191726.19,133059.99,58666.2,0.306,31.245,0.694,Needs Improvement
user_141,2024-04,163364.89,143304.5,20060.39,0.123,29.944,0.877,Needs Improvement
user_141,2024-05,182458.56,113327.03,69131.54,0.379,34.253,0.621,Needs Improvement
user_141,2024-06,177187.1,138048.53,39138.57,0.221,33.53,0.779,Needs Improvement
user_141,2024-07,160713.54,140572.57,20140.97,0.125,34.538,0.875,Needs Improvement
user_141,2024-08,172093.54,117120.59,54972.95,0.319,30.085,0.681,Needs Improvement
user_141,2024-09,188086.26,137727.88,50358.38,0.268,29.768,0.732,Needs Improvement
user_141,2024-10,174297.51,128844.77,45452.74,0.261,34.835,0.739,Needs Improvement
user_141,2024-11,166766.42,112358.17,54408.24,0.326,31.814,0.674,Needs Improvement
user_141,2024-12,169410.8,135917.84,33492.95,0.198,31.99,0.802,Needs Improvement
user_99,2024-01,196616.96,140367.99,56248.97,0.286,9.611,0.714,Moderate
user_99,2024-02,198330.47,153130.61,45199.86,0.228,10.04,0.772,Moderate
user_99,2024-03,206329.12,150657.05,55672.06,0.27,10.617,0.73,Moderate
user_99,2024-04,196379.29,147521.23,48858.06,0.249,10.784,0.751,Moderate
user_99,2024-05,199673.15,139517.87,60155.28,0.301,9.766,0.699,Moderate
user_99,2024-06,194577.73,137844.41,56733.32,0.292,10.909,0.708,Moderate
user_99,2024-07,223112.92,171909.94,51202.98,0.229,10.167,0.771,Moderate
user_99,2024-08,198994.26,156222.45,42771.81,0.215,9.81,0.785,Moderate
user_99,2024-09,215082.41,172144.11,42938.31,0.2,8.975,0.8,Moderate
user_99,2024-10,213504.9,142706.85,70798.05,0.332,10.22,0.668,Moderate
user_99,2024-11,200096.55,141458.03,58638.53,0.293,10.57,0.707,Moderate
user_99,2024-12,228106.42,148724.01,79382.41,0.348,9.852,0.652,Moderate
user_173,2024-01,128601.65,98560.33,30041.32,0.234,12.255,0.766,Needs Improvement
user_173,2024-02,127551.69,97402.6,30149.08,0.236,12.946,0.764,Needs Improvement
user_173,2024-03,132662.26,117765.78,14896.48,0.112,13.438,0.888,Needs Improvement
user_173,2024-04,117644.31,93632.96,24011.36,0.204,14.51,0.796,Needs Improvement
user_173,2024-05,127364.16,106233.96,21130.2,0.166,13.235,0.834,Needs Improvement
user_173,2024-06,124984.99,104824.98,20160.01,0.161,12.997,0.839,Needs Improvement
user_173,2024-07,129859.18,98979.52,30879.67,0.238,14.618,0.762,Needs Improvement
user_173,2024-08,120849.64,113414.01,7435.63,0.062,13.77,0.938,Needs Improvement
user_173,2024-09,116615.91,108718.29,7897.61,0.068,14.371,0.932,Needs Improvement
user_173,2024-10,138371.65,88196.27,50175.38,0.363,14.174,0.637,Needs Improvement
user_173,2024-11,119676.29,118048.96,1627.33,0.014,12.171,0.986,Needs Improvement
user_173,2024-12,124654.17,101595.12,23059.05,0.185,12.357,0.815,Needs Improvement
user_97,2024-01,73072.95,73996.45,-923.5,0.0,32.672,1.013,Moderate
user_97,2024-02,81495.38,68553.79,12941.59,0.159,32.847,0.841,Moderate
user_97,2024-03,73906.65,58729.4,15177.25,0.205,31.051,0.795,Moderate
user_97,2024-04,77537.77,69681.8,7855.97,0.101,33.434,0.899,Moderate
user_97,2024-05,74867.74,60413.35,14454.38,0.193,30.234,0.807,Moderate
user_97,2024-06,81262.94,61242.51,20020.43,0.246,29.914,0.754,Moderate
user_97,2024-07,69996.96,68952.45,1044.51,0.015,33.217,0.985,Moderate
user_97,2024-08,77358.92,65520.19,11838.74,0.153,29.582,0.847,Moderate
user_97,2024-09,80618.85,68393.52,12225.33,0.152,33.595,0.848,Moderate
user_97,2024-10,67872.21,69535.86,-1663.65,0.0,31.916,1.025,Moderate
user_97,2024-11,78122.42,73975.01,4147.41,0.053,32.525,0.947,Moderate
user_97,2024-12,77738.86,60380.42,17358.43,0.223,33.054,0.777,Moderate
user_170,2024-01,149476.8,127088.87,22387.93,0.15,23.289,0.85,Needs Improvement
user_170,2024-02,140913.17,113910.31,27002.86,0.192,23.617,0.808,Needs Improvement
user_170,2024-03,148732.28,104658.23,44074.05,0.296,26.696,0.704,Needs Improvement
user_170,2024-04,144184.34,112245.57,31938.77,0.222,25.031,0.778,Needs Improvement
user_170,2024-05,140605.58,118542.0,22063.59,0.157,27.171,0.843,Needs Improvement
user_170,2024-06,127905.28,123069.22,4836.07,0.038,24.17,0.962,Needs Improvement
user_170,2024-07,144761.63,109232.0,35529.63,0.245,22.495,0.755,Needs Improvement
user_170,2024-08,136417.38,126013.28,10404.1,0.076,26.708,0.924,Needs Improvement
user_170,2024-09,129100.23,106632.77,22467.47,0.174,22.947,0.826,Needs Improvement
user_170,2024-10,149844.03,102032.89,47811.14,0.319,24.725,0.681,Needs Improvement
user_170,2024-11,142087.9,121396.14,20691.76,0.146,25.036,0.854,Needs Improvement
user_170,2024-12,151441.4,110974.21,40467.19,0.267,26.019,0.733,Needs Improvement
user_98,2024-01,211917.24,146067.53,65849.71,0.311,19.308,0.689,Moderate
user_98,2024-02,200643.78,125914.66,74729.12,0.372,20.168,0.628,Moderate
user_98,2024-03,212568.1,150748.87,61819.24,0.291,21.385,0.709,Moderate
user_98,2024-04,205972.44,136463.88,69508.56,0.337,19.631,0.663,Moderate
user_98,2024-05,183315.05,148822.95,34492.1,0.188,22.832,0.812,Moderate
user_98,2024-06,177177.8,135536.24,41641.55,0.235,22.823,0.765,Moderate
user_98,2024-07,178311.32,152462.99,25848.33,0.145,19.023,0.855,Moderate
user_98,2024-08,184993.75,136169.93,48823.81,0.264,21.095,0.736,Moderate
user_98,2024-09,202104.7,119281.18,82823.52,0.41,19.513,0.59,Moderate
user_98,2024-10,181999.75,151756.71,30243.04,0.166,20.714,0.834,Moderate
user_98,2024-11,195378.78,116953.03,78425.75,0.401,21.914,0.599,Moderate
user_98,2024-12,178284.81,125279.18,53005.64,0.297,19.877,0.703,Moderate
user_32,2024-01,86255.24,52695.12,33560.12,0.389,27.155,0.611,Good
user_32,2024-02,93744.66,56804.17,36940.49,0.394,27.191,0.606,Good
user_32,2024-03,94371.12,53047.78,41323.33,0.438,28.786,0.562,Good
user_32,2024-04,87923.92,48514.21,39409.71,0.448,28.96,0.552,Good
user_32,2024-05,98454.69,54680.45,43774.25,0.445,24.941,0.555,Good
user_32,2024-06,91315.43,64812.67,26502.77,0.29,28.581,0.71,Good
user_32,2024-07,89149.96,60431.26,28718.7,0.322,26.438,0.678,Good
user_32,2024-08,88033.18,59520.97,28512.2,0.324,24.909,0.676,Good
user_32,2024-09,85388.2,52890.0,32498.2,0.381,28.343,0.619,Good
user_32,2024-10,89885.92,48402.68,41483.24,0.462,25.742,0.538,Good
user_32,2024-11,85341.37,50984.09,34357.28,0.403,26.335,0.597,Good
user_32,2024-12,91838.34,58826.04,33012.3,0.359,26.802,0.641,Good
user_13,2024-01,177843.28,88694.02,89149.26,0.501,22.157,0.499,Good
user_13,2024-02,158873.72,105895.74,52977.98,0.333,25.642,0.667,Good
user_13,2024-03,161133.48,111082.95,50050.53,0.311,24.747,0.689,Good
user_13,2024-04,155058.75,108632.71,46426.04,0.299,26.289,0.701,Good
user_13,2024-05,176315.93,109114.69,67201.25,0.381,26.656,0.619,Good
user_13,2024-06,149869.39,96671.14,53198.24,0.355,23.083,0.645,Good
user_13,2024-07,172211.58,92301.81,79909.77,0.464,24.817,0.536,Good
user_13,2024-08,168598.62,86514.11,82084.52,0.487,21.851,0.513,Good
user_13,2024-09,169068.24,107524.1,61544.15,0.364,25.785,0.636,Good
user_13,2024-10,154748.13,103530.1,51218.02,0.331,23.369,0.669,Good
user_13,2024-11,146690.16,109735.19,36954.97,0.252,23.37,0.748,Good
user_13,2024-12,147172.98,108949.82,38223.16,0.26,22.054,0.74,Good
user_36,2024-01,161810.61,145264.03,16546.58,0.102,30.619,0.898,Good
user_36,2024-02,159281.93,120207.66,39074.28,0.245,29.9,0.755,Good
user_36,2024-03,149328.75,122926.91,26401.84,0.177,26.461,0.823,Good
user_36,2024-04,153982.8,123873.88,30108.91,0.196,30.671,0.804,Good
user_36,2024-05,153107.94,141689.01,11418.93,0.075,26.214,0.925,Good
user_36,2024-06,173726.69,132194.62,41532.07,0.239,29.453,0.761,Good
user_36,2024-07,167935.82,147108.44,20827.38,0.124,26.585,0.876,Good
user_36,2024-08,173368.14,110649.6,62718.54,0.362,26.405,0.638,Good
user_36,2024-09,176716.99,126493.86,50223.13,0.284,31.268,0.716,Good
user_36,2024-10,176632.24,119689.93,56942.32,0.322,30.895,0.678,Good
user_36,2024-11,167470.6,113577.72,53892.88,0.322,31.653,0.678,Good
user_36,2024-12,176215.28,123109.97,53105.31,0.301,29.337,0.699,Good
user_120,2024-01,213526.42,177623.26,35903.16,0.168,42.772,0.832,Moderate
user_120,2024-02,206338.75,170459.54,35879.21,0.174,39.939,0.826,Moderate
user_120,2024-03,192347.14,157136.94,35210.2,0.183,40.163,0.817,Moderate
user_120,2024-04,218425.98,158794.33,59631.65,0.273,43.368,0.727,Moderate
user_120,2024-05,197781.42,170793.84,26987.57,0.136,42.919,0.864,Moderate
user_120,2024-06,193891.74,185672.0,8219.74,0.042,42.357,0.958,Moderate
user_120,2024-07,218282.82,152253.42,66029.4,0.302,36.892,0.698,Moderate
user_120,2024-08,181866.34,148257.91,33608.42,0.185,43.231,0.815,Moderate
user_120,2024-09,190934.24,169481.57,21452.67,0.112,42.708,0.888,Moderate
user_120,2024-10,212448.89,169361.86,43087.03,0.203,41.344,0.797,Moderate
user_120,2024-11,187474.58,141930.85,45543.73,0.243,42.822,0.757,Moderate
user_120,2024-12,205367.62,178105.95,27261.67,0.133,41.981,0.867,Moderate
user_43,2024-01,70664.54,48689.01,21975.53,0.311,62.05,0.689,Good
user_43,2024-02,69609.01,48684.61,20924.4,0.301,56.521,0.699,Good
user_43,2024-03,68943.83,54459.44,14484.38,0.21,62.927,0.79,Good
user_43,2024-04,63496.09,49558.01,13938.08,0.22,54.99,0.78,Good
user_43,2024-05,73742.5,47514.67,26227.83,0.356,63.37,0.644,Good
user_43,2024-06,73558.95,60471.33,13087.62,0.178,60.417,0.822,Good
user_43,2024-07,67244.33,54620.99,12623.34,0.188,59.57,0.812,Good
user_43,2024-08,64639.32,59782.8,4856.52,0.075,61.846,0.925,Good
user_43,2024-09,70192.3,50143.97,20048.33,0.286,56.22,0.714,Good
user_43,2024-10,62167.38,55784.9,6382.48,0.103,62.39,0.897,Good
user_43,2024-11,72825.92,58061.72,14764.2,0.203,58.261,0.797,Good
user_43,2024-12,69145.09,49401.92,19743.17,0.286,59.446,0.714,Good
user_190,2024-01,90593.58,71637.83,18955.74,0.209,11.536,0.791,Needs Improvement
user_190,2024-02,81712.95,59802.81,21910.14,0.268,10.385,0.732,Needs Improvement
user_190,2024-03,86209.91,72398.38,13811.53,0.16,9.747,0.84,Needs Improvement
user_190,2024-04,82101.86,76386.84,5715.01,0.07,9.637,0.93,Needs Improvement
user_190,2024-05,83107.41,61738.13,21369.28,0.257,11.398,0.743,Needs Improvement
user_190,2024-06,82033.36,66340.15,15693.21,0.191,10.547,0.809,Needs Improvement
user_190,2024-07,86108.1,74404.08,11704.03,0.136,9.961,0.864,Needs Improvement
user_190,2024-08,84876.54,61432.92,23443.63,0.276,9.749,0.724,Needs Improvement
user_190,2024-09,81827.26,60755.64,21071.62,0.258,9.999,0.742,Needs Improvement
user_190,2024-10,80301.12,60754.5,19546.62,0.243,9.786,0.757,Needs Improvement
user_190,2024-11,88885.86,71435.59,17450.27,0.196,9.815,0.804,Needs Improvement
user_190,2024-12,80474.11,58657.96,21816.15,0.271,10.216,0.729,Needs Improvement
user_91,2024-01,140455.51,84066.12,56389.39,0.401,25.866,0.599,Moderate
user_91,2024-02,158018.17,84199.51,73818.66,0.467,29.684,0.533,Moderate
user_91,2024-03,146947.35,95460.18,51487.17,0.35,25.571,0.65,Moderate
user_91,2024-04,131629.43,93124.24,38505.19,0.293,30.133,0.707,Moderate
user_91,2024-05,136845.49,87358.24,49487.25,0.362,30.535,0.638,Moderate
user_91,2024-06,130364.69,93338.42,37026.28,0.284,25.569,0.716,Moderate
user_91,2024-07,138862.76,96540.66,42322.1,0.305,27.39,0.695,Moderate
user_91,2024-08,134437.98,91069.57,43368.42,0.323,28.519,0.677,Moderate
user_91,2024-09,148756.97,87772.56,60984.41,0.41,28.084,0.59,Moderate
user_91,2024-10,157983.98,105291.33,52692.65,0.334,25.709,0.666,Moderate
user_91,2024-11,158940.73,96078.73,62862.0,0.396,25.787,0.604,Moderate
user_91,2024-12,134279.48,85279.63,48999.86,0.365,27.936,0.635,Moderate
user_137,2024-01,41008.99,29762.97,11246.02,0.274,38.238,0.726,Needs Improvement
user_137,2024-02,44327.91,31880.4,12447.5,0.281,37.75,0.719,Needs Improvement
user_137,2024-03,44899.25,31604.27,13294.98,0.296,43.477,0.704,Needs Improvement
user_137,2024-04,42331.4,24525.64,17805.76,0.421,42.601,0.579,Needs Improvement
user_137,2024-05,42778.82,25549.32,17229.5,0.403,39.495,0.597,Needs Improvement
user_137,2024-06,42961.2,29746.82,13214.38,0.308,41.72,0.692,Needs Improvement
user_137,2024-07,46098.28,30849.65,15248.63,0.331,37.616,0.669,Needs Improvement
user_137,2024-08,44803.0,25252.36,19550.64,0.436,44.592,0.564,Needs Improvement
user_137,2024-09,42821.24,25806.45,17014.79,0.397,42.083,0.603,Needs Improvement
user_137,2024-10,45304.83,31819.38,13485.46,0.298,44.188,0.702,Needs Improvement
user_137,2024-11,47779.67,25506.38,22273.29,0.466,42.855,0.534,Needs Improvement
user_137,2024-12,41052.17,27248.36,13803.81,0.336,38.105,0.664,Needs Improvement
user_52,2024-01,199588.69,174130.19,25458.5,0.128,21.698,0.872,Good
user_52,2024-02,203286.33,142216.46,61069.87,0.3,21.538,0.7,Good
user_52,2024-03,202162.48,177004.03,25158.45,0.124,21.615,0.876,Good
user_52,2024-04,234429.73,171864.74,62564.99,0.267,22.097,0.733,Good
user_52,2024-05,217927.56,171580.73,46346.83,0.213,19.318,0.787,Good
user_52,2024-06,233033.03,158833.22,74199.8,0.318,22.325,0.682,Good
user_52,2024-07,209395.0,142793.66,66601.34,0.318,21.919,0.682,Good
user_52,2024-08,217753.17,171582.64,46170.53,0.212,21.322,0.788,Good
user_52,2024-09,196936.88,176429.79,20507.09,0.104,20.194,0.896,Good
user_52,2024-10,213108.44,142232.09,70876.35,0.333,20.669,0.667,Good
user_52,2024-11,214381.42,139890.87,74490.54,0.347,20.95,0.653,Good
user_52,2024-12,229678.28,136891.67,92786.62,0.404,22.301,0.596,Good
user_128,2024-01,125930.86,73413.27,52517.59,0.417,37.98,0.583,Moderate
user_128,2024-02,126646.06,86101.28,40544.78,0.32,37.655,0.68,Moderate
user_128,2024-03,105109.07,72905.87,32203.2,0.306,41.022,0.694,Moderate
user_128,2024-04,120568.48,73563.46,47005.02,0.39,38.036,0.61,Moderate
user_128,2024-05,117608.48,93390.28,24218.2,0.206,40.093,0.794,Moderate
user_128,2024-06,110068.62,76527.99,33540.63,0.305,38.652,0.695,Moderate
user_128,2024-07,113031.02,70920.11,42110.91,0.373,39.947,0.627,Moderate
user_128,2024-08,126862.37,92095.89,34766.48,0.274,37.339,0.726,Moderate
user_128,2024-09,113921.15,75783.37,38137.78,0.335,38.005,0.665,Moderate
user_128,2024-10,127076.21,95429.82,31646.38,0.249,39.656,0.751,Moderate
user_128,2024-11,118176.92,82639.46,35537.46,0.301,40.329,0.699,Moderate
user_128,2024-12,116148.81,84974.82,31174.0,0.268,44.389,0.732,Moderate
user_163,2024-01,125521.46,82335.85,43185.6,0.344,33.77,0.656,Needs Improvement
user_163,2024-02,131582.53,77154.4,54428.14,0.414,34.316,0.586,Needs Improvement
user_163,2024-03,115588.18,74833.87,40754.31,0.353,30.474,0.647,Needs Improvement
user_163,2024-04,128717.1,84003.08,44714.02,0.347,35.973,0.653,Needs Improvement
user_163,2024-05,115430.35,78653.73,36776.62,0.319,36.216,0.681,Needs Improvement
user_163,2024-06,122242.48,74771.42,47471.05,0.388,30.82,0.612,Needs Improvement
user_163,2024-07,112039.2,89999.59,22039.61,0.197,31.158,0.803,Needs Improvement
user_163,2024-08,126013.43,68743.1,57270.33,0.454,30.784,0.546,Needs Improvement
user_163,2024-09,131655.06,87712.46,43942.6,0.334,35.212,0.666,Needs Improvement
user_163,2024-10,120779.88,82239.79,38540.09,0.319,34.009,0.681,Needs Improvement
user_163,2024-11,136618.9,76455.32,60163.58,0.44,34.35,0.56,Needs Improvement
user_163,2024-12,118427.74,80427.41,38000.33,0.321,31.374,0.679,Needs Improvement
user_42,2024-01,192042.67,139399.8,52642.87,0.274,34.2,0.726,Good
user_42,2024-02,180087.83,171770.34,8317.5,0.046,36.342,0.954,Good
user_42,2024-03,212253.17,142746.63,69506.54,0.327,37.522,0.673,Good
user_42,2024-04,183419.49,170556.09,12863.4,0.07,37.645,0.93,Good
user_42,2024-05,197003.59,167168.6,29834.99,0.151,33.39,0.849,Good
user_42,2024-06,208135.22,155052.7,53082.51,0.255,37.652,0.745,Good
user_42,2024-07,176236.45,164179.3,12057.15,0.068,34.899,0.932,Good
user_42,2024-08,205371.1,142402.04,62969.06,0.307,35.747,0.693,Good
user_42,2024-09,205812.09,148577.45,57234.63,0.278,37.098,0.722,Good
user_42,2024-10,197432.71,163996.36,33436.35,0.169,38.937,0.831,Good
user_42,2024-11,183716.2,159592.47,24123.73,0.131,37.713,0.869,Good
user_42,2024-12,178392.01,162602.23,15789.78,0.089,38.315,0.911,Good
user_119,2024-01,156215.94,115051.65,41164.28,0.264,31.724,0.736,Moderate
user_119,2024-02,154038.09,109197.34,44840.75,0.291,35.997,0.709,Moderate
user_119,2024-03,150663.12,116257.88,34405.24,0.228,34.816,0.772,Moderate
user_119,2024-04,156612.33,127272.67,29339.65,0.187,36.987,0.813,Moderate
user_119,2024-05,141019.74,119498.55,21521.19,0.153,32.119,0.847,Moderate
user_119,2024-06,157019.68,100241.91,56777.77,0.362,36.07,0.638,Moderate
user_119,2024-07,165397.56,99487.68,65909.88,0.398,34.199,0.602,Moderate
user_119,2024-08,153123.35,103476.97,49646.38,0.324,35.07,0.676,Moderate
user_119,2024-09,147589.22,104876.82,42712.4,0.289,34.377,0.711,Moderate
user_119,2024-10,148531.06,119022.58,29508.47,0.199,34.072,0.801,Moderate
user_119,2024-11,164000.0,120494.94,43505.06,0.265,32.816,0.735,Moderate
user_119,2024-12,160977.57,104817.88,56159.69,0.349,36.303,0.651,Moderate
user_114,2024-01,139646.92,97551.36,42095.56,0.301,23.465,0.699,Moderate
user_114,2024-02,140266.39,110031.69,30234.69,0.216,20.589,0.784,Moderate
user_114,2024-03,133301.31,114964.5,18336.8,0.138,20.857,0.862,Moderate
user_114,2024-04,121762.61,89666.27,32096.35,0.264,24.459,0.736,Moderate
user_114,2024-05,122904.25,108882.37,14021.88,0.114,21.189,0.886,Moderate
user_114,2024-06,139614.12,107460.42,32153.7,0.23,22.009,0.77,Moderate
user_114,2024-07,133019.74,108643.95,24375.79,0.183,23.995,0.817,Moderate
user_114,2024-08,118565.45,103184.83,15380.62,0.13,21.174,0.87,Moderate
user_114,2024-09,128555.42,92235.2,36320.22,0.283,21.65,0.717,Moderate
user_114,2024-10,130655.94,116365.48,14290.45,0.109,21.769,0.891,Moderate
user_114,2024-11,133930.41,102791.47,31138.94,0.233,22.242,0.767,Moderate
user_114,2024-12,139404.13,108779.25,30624.89,0.22,20.33,0.78,Moderate
user_27,2024-01,210895.25,125089.13,85806.12,0.407,21.896,0.593,Good
user_27,2024-02,184737.15,125481.32,59255.83,0.321,22.975,0.679,Good
user_27,2024-03,198622.45,128850.69,69771.76,0.351,21.13,0.649,Good
user_27,2024-04,209120.87,111894.58,97226.3,0.465,23.648,0.535,Good
user_27,2024-05,223087.77,145271.53,77816.24,0.349,23.397,0.651,Good
user_27,2024-06,209763.86,128755.43,81008.43,0.386,21.274,0.614,Good
user_27,2024-07,220697.61,133270.98,87426.63,0.396,22.707,0.604,Good
user_27,2024-08,221688.77,122505.02,99183.75,0.447,22.722,0.553,Good
user_27,2024-09,221665.71,121470.51,100195.21,0.452,25.098,0.548,Good
user_27,2024-10,218787.03,138911.69,79875.34,0.365,23.738,0.635,Good
user_27,2024-11,186478.75,133211.03,53267.72,0.286,21.396,0.714,Good
user_27,2024-12,206505.92,108375.34,98130.58,0.475,24.595,0.525,Good
user_140,2024-01,100203.05,70922.73,29280.32,0.292,13.89,0.708,Needs Improvement
user_140,2024-02,107647.48,73968.94,33678.54,0.313,12.28,0.687,Needs Improvement
user_140,2024-03,108459.65,78038.57,30421.08,0.28,13.36,0.72,Needs Improvement
user_140,2024-04,97798.68,69646.49,28152.19,0.288,14.692,0.712,Needs Improvement
user_140,2024-05,113529.01,84972.69,28556.32,0.252,13.066,0.748,Needs Improvement
user_140,2024-06,103690.53,67123.61,36566.93,0.353,14.411,0.647,Needs Improvement
user_140,2024-07,109162.15,75549.73,33612.42,0.308,12.668,0.692,Needs Improvement
user_140,2024-08,107377.07,72259.58,35117.49,0.327,12.843,0.673,Needs Improvement
user_140,2024-09,102784.94,85965.59,16819.35,0.164,14.196,0.836,Needs Improvement
user_140,2024-10,97119.47,72239.03,24880.44,0.256,12.846,0.744,Needs Improvement
user_140,2024-11,99299.95,77242.23,22057.72,0.222,12.316,0.778,Needs Improvement
user_140,2024-12,108284.64,81871.71,26412.93,0.244,12.998,0.756,Needs Improvement
user_101,2024-01,124803.82,63540.63,61263.19,0.491,13.496,0.509,Moderate
user_101,2024-02,106265.92,62058.76,44207.17,0.416,14.546,0.584,Moderate
user_101,2024-03,111927.23,63409.19,48518.04,0.433,13.157,0.567,Moderate
user_101,2024-04,115568.45,55146.9,60421.55,0.523,12.717,0.477,Moderate
user_101,2024-05,104270.26,67626.88,36643.37,0.351,13.768,0.649,Moderate
user_101,2024-06,123296.47,56214.97,67081.5,0.544,14.902,0.456,Moderate
user_101,2024-07,123989.69,65285.18,58704.51,0.473,14.096,0.527,Moderate
user_101,2024-08,124555.94,55274.38,69281.56,0.556,13.646,0.444,Moderate
user_101,2024-09,117879.55,71080.51,46799.04,0.397,14.774,0.603,Moderate
user_101,2024-10,124032.37,70300.29,53732.08,0.433,14.13,0.567,Moderate
user_101,2024-11,124515.65,58242.9,66272.76,0.532,14.15,0.468,Moderate
user_101,2024-12,122493.81,58412.24,64081.57,0.523,14.756,0.477,Moderate
user_112,2024-01,59359.69,46333.06,13026.63,0.219,41.222,0.781,Moderate
user_112,2024-02,58685.51,42693.47,15992.04,0.273,36.997,0.727,Moderate
user_112,2024-03,58888.68,50473.28,8415.4,0.143,40.162,0.857,Moderate
user_112,2024-04,62394.37,49111.53,13282.83,0.213,38.707,0.787,Moderate
user_112,2024-05,59224.86,49398.23,9826.63,0.166,42.885,0.834,Moderate
user_112,2024-06,68940.06,50370.81,18569.24,0.269,39.403,0.731,Moderate
user_112,2024-07,61524.23,46032.53,15491.7,0.252,42.973,0.748,Moderate
user_112,2024-08,57849.75,43590.87,14258.88,0.246,41.457,0.754,Moderate
user_112,2024-09,64026.78,49533.71,14493.08,0.226,35.686,0.774,Moderate
user_112,2024-10,61791.33,55793.19,5998.14,0.097,39.212,0.903,Moderate
user_112,2024-11,58954.58,46345.53,12609.05,0.214,40.707,0.786,Moderate
user_112,2024-12,66956.4,45850.2,21106.2,0.315,42.887,0.685,Moderate
user_3,2024-01,86292.85,38571.58,47721.27,0.553,12.843,0.447,Good
user_3,2024-02,84648.54,35742.65,48905.89,0.578,13.643,0.422,Good
user_3,2024-03,78708.99,39279.9,39429.08,0.501,15.003,0.499,Good
user_3,2024-04,79611.73,35097.17,44514.56,0.559,14.196,0.441,Good
user_3,2024-05,82139.74,34053.62,48086.12,0.585,13.189,0.415,Good
user_3,2024-06,75776.58,44732.07,31044.51,0.41,15.065,0.59,Good
user_3,2024-07,78652.12,43678.2,34973.92,0.445,14.684,0.555,Good
user_3,2024-08,89650.32,34034.41,55615.9,0.62,12.876,0.38,Good
user_3,2024-09,88726.89,39844.82,48882.07,0.551,15.11,0.449,Good
user_3,2024-10,76683.78,40794.02,35889.77,0.468,13.497,0.532,Good
user_3,2024-11,80933.72,34982.28,45951.44,0.568,13.664,0.432,Good
user_3,2024-12,88355.14,37199.65,51155.49,0.579,13.93,0.421,Good
user_78,2024-01,201366.3,148096.48,53269.82,0.265,30.948,0.735,Moderate
user_78,2024-02,197921.09,151473.32,46447.76,0.235,30.322,0.765,Moderate
user_78,2024-03,213814.4,117973.33,95841.07,0.448,28.784,0.552,Moderate
user_78,2024-04,217061.97,119525.62,97536.35,0.449,29.579,0.551,Moderate
user_78,2024-05,195682.37,120535.51,75146.86,0.384,30.75,0.616,Moderate
user_78,2024-06,202560.55,144087.53,58473.02,0.289,27.554,0.711,Moderate
user_78,2024-07,214424.32,150897.67,63526.65,0.296,27.345,0.704,Moderate
user_78,2024-08,188085.91,119918.9,68167.01,0.362,31.014,0.638,Moderate
user_78,2024-09,185479.72,136506.54,48973.18,0.264,27.534,0.736,Moderate
user_78,2024-10,195993.36,147588.58,48404.78,0.247,28.726,0.753,Moderate
user_78,2024-11,215880.31,115059.93,100820.39,0.467,29.435,0.533,Moderate
user_78,2024-12,198655.63,125642.84,73012.79,0.368,29.906,0.632,Moderate
user_47,2024-01,224805.94,121171.06,103634.88,0.461,35.566,0.539,Good
user_47,2024-02,192429.28,113150.28,79279.0,0.412,33.598,0.588,Good
user_47,2024-03,217912.29,131814.33,86097.95,0.395,38.927,0.605,Good
user_47,2024-04,230777.52,120118.16,110659.36,0.48,39.05,0.52,Good
user_47,2024-05,210261.68,144419.94,65841.74,0.313,32.954,0.687,Good
user_47,2024-06,230429.61,146129.81,84299.8,0.366,32.23,0.634,Good
user_47,2024-07,189625.84,127446.84,62178.99,0.328,35.019,0.672,Good
user_47,2024-08,209078.33,117370.79,91707.54,0.439,37.108,0.561,Good
user_47,2024-09,219017.94,135263.61,83754.33,0.382,36.899,0.618,Good
user_47,2024-10,231031.81,144667.61,86364.19,0.374,33.731,0.626,Good
user_47,2024-11,200534.65,119416.43,81118.21,0.405,34.548,0.595,Good
user_47,2024-12,211036.66,145577.1,65459.56,0.31,32.414,0.69,Good
user_188,2024-01,201643.8,154582.85,47060.95,0.233,21.757,0.767,Needs Improvement
user_188,2024-02,230354.31,164792.61,65561.7,0.285,23.708,0.715,Needs Improvement
user_188,2024-03,228953.85,144120.95,84832.9,0.371,23.079,0.629,Needs Improvement
user_188,2024-04,228420.54,141411.41,87009.13,0.381,25.983,0.619,Needs Improvement
user_188,2024-05,193446.38,136302.81,57143.57,0.295,21.884,0.705,Needs Improvement
user_188,2024-06,209599.93,128841.62,80758.3,0.385,23.931,0.615,Needs Improvement
user_188,2024-07,219326.38,164004.89,55321.49,0.252,24.305,0.748,Needs Improvement
user_188,2024-08,201470.77,138467.19,63003.58,0.313,23.368,0.687,Needs Improvement
user_188,2024-09,198467.17,135980.05,62487.12,0.315,25.96,0.685,Needs Improvement
user_188,2024-10,209014.27,163468.45,45545.82,0.218,23.983,0.782,Needs Improvement
user_188,2024-11,204333.72,149913.63,54420.09,0.266,25.109,0.734,Needs Improvement
user_188,2024-12,217585.65,134455.32,83130.32,0.382,24.533,0.618,Needs Improvement
